Temperature,Wind Speed,Visibility,Cloud Cover
27.8,4.4,14.3,99.8
28.0,7.3,9.9,99.6
27.1,9.3,6.1,99.8
26.1,7.4,9.9,99.6
27.1,5.4,10.0,99.8
27.2,5.4,10.0,99.6
28.5,4.6,15.3,99.8
30.0,7.8,9.9,88.0
30.0,7.7,10.0,89.1
30.45,9.4,9.95,89.1
30.9,11.1,9.9,89.1
31.8,9.2,9.9,88.0
29.0,5.4,15.2,94.3
28.9,7.4,9.9,88.0
28.0,5.4,10.0,89.1
27.0,5.3,9.9,88.0
27.0,5.3,10.0,89.1
26.0,10.8,9.9,88.0
26.1,5.4,15.2,94.3
27.0,3.6,9.9,88.0
27.0,2.0,9.9,89.1
27.0,3.5,9.9,88.0
27.0,1.8,10.0,89.1
27.0,1.9,9.9,88.0
26.4,1.8,15.2,89.1
26.0,3.5,9.9,88.0
26.0,9.2,7.1,89.1
26.0,7.4,6.1,88.0
26.0,3.6,5.1,89.1
26.0,3.6,10.0,88.0
25.8,1.8,10.0,89.1
26.0,5.3,10.0,88.0
26.0,5.3,10.0,89.1
26.0,3.5,10.0,88.0
26.0,3.6,10.0,89.1
25.0,7.3,10.0,88.0
25.0,5.2,10.0,89.1
25.0,3.6,10.0,88.0
25.0,1.8,10.0,89.1
25.0,1.9,10.0,86.6
26.0,1.8,10.0,88.4
26.0,3.5,10.0,86.6
26.3,3.6,15.3,89.1
27.9,3.6,10.0,88.0
29.0,3.6,10.0,89.1
28.9,7.4,10.0,88.0
29.0,7.5,10.0,89.1
30.0,7.4,10.0,88.0
29.3,5.4,15.3,88.4
31.0,5.5,10.0,88.0
31.0,5.4,10.0,89.1
31.9,5.3,10.0,88.0
32.0,5.3,10.0,89.1
32.0,5.3,10.0,88.0
31.5,4.4,15.3,89.1
32.0,9.1,10.0,88.0
33.0,5.3,10.0,89.1
33.9,12.8,10.0,88.0
35.0,5.4,10.0,89.1
33.9,5.3,10.0,88.0
32.5,11.1,15.3,71.0
31.0,9.3,10.0,50.0
31.0,9.4,10.0,50.0
30.0,7.6,10.0,50.0
30.0,5.3,10.0,50.0
30.0,5.3,10.0,50.0
29.0,3.6,15.3,71.0
28.0,3.6,10.0,51.4
28.0,3.5,10.0,50.6
28.0,3.5,10.0,51.4
28.0,5.4,10.0,50.6
28.0,5.3,9.9,51.4
27.7,5.3,10.0,89.1
28.0,3.6,9.9,88.0
28.0,3.6,10.0,89.1
27.0,5.4,9.9,88.0
27.0,3.6,10.0,89.1
28.0,3.5,9.9,88.0
26.9,3.6,10.0,89.1
27.0,5.3,9.9,86.6
27.0,7.4,10.0,88.4
27.0,7.3,9.9,86.6
27.0,9.2,10.0,88.4
27.0,9.0,9.9,86.6
26.1,6.2,10.0,88.4
26.0,3.5,9.9,86.6
26.0,3.5,10.0,88.4
26.0,39.4,9.9,86.6
27.0,3.6,10.0,89.1
27.0,7.4,10.0,88.0
27.2,4.4,15.3,71.7
28.0,7.4,10.0,51.4
30.0,9.2,10.0,50.6
31.0,5.2,10.0,51.4
32.0,5.3,10.0,50.6
33.0,5.3,10.0,50.0
33.1,4.4,15.3,71.0
35.9,9.2,10.0,50.0
37.0,18.1,10.0,50.0
35.9,18.1,10.0,50.0
37.0,16.4,10.0,50.6
37.8,20.3,10.0,51.4
35.0,11.5,15.3,71.7
36.8,20.2,10.0,50.0
34.0,20.3,10.0,50.0
33.9,13.0,10.0,50.0
33.0,11.3,10.0,49.6
32.9,7.8,10.0,50.0
31.4,4.6,10.0,71.0
31.0,5.5,10.0,85.8
32.0,3.6,10.0,50.0
32.0,3.7,10.0,50.0
30.0,1.9,10.0,50.6
30.0,2.0,10.0,88.0
29.1,3.7,15.3,89.1
29.0,1.9,10.0,88.0
29.0,5.4,10.0,50.6
29.0,5.3,10.0,51.4
29.0,5.4,10.0,50.6
29.0,5.3,10.0,51.4
28.4,3.6,15.3,71.7
29.0,3.5,10.0,51.4
29.0,5.3,10.0,89.1
28.0,5.3,10.0,88.0
28.0,7.6,10.0,88.4
28.0,7.4,10.0,86.6
26.9,7.3,9.1,88.4
26.0,5.3,9.0,86.6
26.0,3.6,10.0,88.4
26.0,3.7,10.0,86.6
26.0,3.6,10.0,88.4
26.0,3.5,10.0,88.0
25.8,3.7,10.0,89.1
26.0,3.8,10.0,51.4
27.0,5.5,10.0,50.6
26.9,5.5,10.0,51.4
27.0,1.9,10.0,50.6
27.0,1.9,10.0,51.4
26.7,3.5,15.3,71.7
29.0,3.6,10.0,51.4
29.0,1.9,10.0,50.6
30.0,2.0,10.0,50.0
31.0,3.8,10.0,50.0
32.9,7.7,10.0,50.0
32.2,3.8,15.3,71.0
34.9,3.8,10.0,50.0
34.0,12.9,10.0,50.0
35.9,9.2,10.0,50.0
35.0,11.2,10.0,50.0
35.9,11.1,10.0,50.0
35.4,12.8,15.3,71.0
36.9,23.5,10.0,51.4
37.0,16.5,10.0,50.6
35.9,14.7,10.0,51.4
35.0,14.8,10.0,50.6
33.9,13.0,10.0,51.4
31.8,10.6,15.3,76.9
31.0,14.4,10.0,51.4
31.0,14.5,10.0,50.6
31.0,14.5,10.0,51.4
31.0,14.7,10.0,50.6
30.0,5.6,10.0,51.4
29.1,3.9,15.3,76.9
30.0,3.9,10.0,51.4
30.0,5.6,10.0,50.6
30.0,7.6,10.0,51.4
30.0,7.6,10.0,50.6
30.0,7.6,10.0,51.4
28.7,7.6,15.3,71.7
30.0,7.8,10.0,51.4
30.0,7.6,10.0,50.6
30.0,9.3,10.0,88.0
30.0,9.3,10.0,89.1
29.9,9.2,9.9,88.0
27.7,6.3,10.0,89.1
28.0,12.8,10.0,88.0
27.0,12.7,9.9,89.1
27.0,12.6,4.1,88.0
27.0,7.5,7.0,89.1
26.0,7.4,7.0,88.0
26.0,10.9,8.6,89.1
26.0,10.9,9.0,88.0
26.0,9.4,10.0,89.1
26.0,7.5,10.0,88.0
26.0,9.2,9.9,89.1
26.0,9.0,10.0,88.0
26.1,6.3,15.3,94.3
27.0,14.5,10.0,88.0
27.0,11.0,10.0,89.1
28.0,10.8,9.9,88.0
28.0,9.2,10.0,89.1
29.9,12.5,9.9,88.0
29.7,7.0,15.2,94.3
30.0,10.8,9.9,88.0
30.0,7.5,10.0,89.1
31.9,7.4,9.9,88.0
31.0,9.3,10.0,89.1
29.0,7.4,9.9,88.0
27.7,9.0,10.0,94.3
27.1,12.7,7.0,88.0
27.1,9.2,7.0,89.1
27.1,7.4,7.0,88.0
27.1,5.4,10.0,89.1
27.0,7.4,9.9,88.0
26.9,7.1,10.0,94.3
27.0,11.2,9.9,88.0
26.1,14.6,10.0,89.1
26.0,16.2,5.1,88.0
26.0,12.9,7.0,89.1
25.1,7.6,7.0,88.0
24.9,3.6,9.1,94.3
25.0,3.6,8.0,88.0
26.0,3.6,8.0,89.1
26.0,3.6,8.0,88.0
27.0,3.6,10.0,89.1
27.0,7.3,9.9,88.0
26.2,5.2,10.0,94.3
27.0,7.4,9.9,88.0
27.0,5.4,10.0,89.1
27.0,1.9,9.9,88.0
26.0,1.9,10.0,89.1
27.0,1.8,9.9,88.0
25.6,3.5,10.0,89.1
26.0,1.9,9.9,88.0
26.0,1.9,10.0,89.1
27.0,1.9,9.9,88.0
27.0,3.6,10.0,89.1
27.0,3.7,9.9,88.0
26.1,3.7,10.0,89.1
28.0,7.6,8.0,88.0
28.0,3.7,10.0,89.1
27.0,5.5,10.0,88.0
28.0,7.6,10.0,89.1
28.9,12.9,10.0,88.0
26.7,11.0,15.3,89.1
29.0,7.8,10.0,88.0
29.0,7.6,10.0,89.1
30.0,7.5,10.0,88.0
32.0,9.3,10.0,1.6
32.0,7.7,10.0,50.0
32.2,7.6,15.3,88.8
33.0,13.0,10.0,50.0
35.0,16.5,10.0,2.7
34.8,16.5,10.0,51.4
35.0,16.6,10.0,50.6
33.9,16.5,10.0,51.4
33.4,11.5,15.3,76.9
34.8,21.9,10.0,51.4
35.9,22.2,10.0,50.6
34.8,20.1,10.0,51.4
36.0,20.4,10.0,50.6
35.8,14.7,10.0,51.4
34.0,8.0,15.3,71.7
33.9,12.9,10.0,51.4
34.0,12.9,10.0,50.6
32.9,12.8,10.0,51.4
32.0,11.1,10.0,50.6
31.0,7.4,10.0,88.0
29.5,5.4,15.3,89.9
30.0,5.5,10.0,50.0
29.0,5.3,10.0,1.6
28.0,5.7,10.0,50.0
29.0,3.6,10.0,1.6
28.0,3.7,10.0,50.0
28.0,3.6,15.3,88.8
29.0,3.7,10.0,50.0
29.0,5.4,10.0,1.6
29.0,5.3,10.0,50.0
29.0,5.3,10.0,1.6
29.0,5.4,10.0,50.0
27.0,5.3,15.3,88.8
27.0,5.3,10.0,50.0
27.0,5.4,10.0,1.6
27.0,1.8,10.0,50.0
27.0,1.8,10.0,1.6
27.0,3.5,10.0,50.0
26.7,9.1,15.3,88.8
29.9,11.0,10.0,50.0
30.0,12.9,10.0,1.6
29.9,7.5,10.0,50.0
29.0,7.5,10.0,1.6
29.0,5.5,10.0,50.0
27.8,5.3,15.3,88.8
30.1,3.5,10.0,50.0
32.0,5.4,10.0,1.6
32.0,5.5,10.0,50.0
34.0,7.8,10.0,50.0
34.0,5.9,10.0,50.0
33.6,4.7,15.3,71.0
35.9,5.7,10.0,50.0
37.0,9.3,10.0,50.0
35.0,12.8,10.0,50.0
36.0,14.7,10.0,50.0
35.0,13.1,10.0,51.4
35.4,6.4,15.3,71.0
37.8,14.9,10.0,50.0
37.9,24.0,10.0,50.0
36.8,13.2,10.0,50.0
36.9,16.6,10.0,50.0
36.8,14.9,10.0,50.0
33.1,8.1,15.3,71.0
32.0,11.3,10.0,86.6
34.0,11.1,10.0,88.4
32.0,11.0,10.0,49.1
31.0,7.5,10.0,50.0
31.0,3.6,10.0,50.0
29.7,1.9,15.3,71.0
29.0,1.9,10.0,51.4
29.0,1.9,10.0,50.6
29.0,1.9,10.0,51.4
29.0,1.8,10.0,50.0
29.0,3.6,10.0,50.0
28.4,5.2,15.3,71.0
29.0,7.4,10.0,50.0
29.0,5.3,10.0,50.6
29.0,5.4,10.0,51.4
28.1,3.6,10.0,50.6
28.0,3.6,10.0,50.0
27.6,3.6,15.3,71.0
28.0,3.6,10.0,50.0
28.0,3.6,10.0,50.0
27.0,3.6,10.0,50.0
28.0,3.6,10.0,50.0
28.0,3.7,10.0,50.0
27.5,3.7,15.3,71.0
28.0,3.8,10.0,50.0
29.0,3.7,10.0,50.0
27.0,3.7,10.0,50.0
28.0,5.3,10.0,50.0
29.0,5.2,10.0,50.0
28.5,2.7,15.3,71.0
30.0,5.5,10.0,50.0
33.0,5.4,10.0,88.4
33.0,7.7,10.0,50.0
34.0,11.1,10.0,50.0
35.9,11.0,10.0,50.0
33.7,9.8,15.3,71.7
34.9,16.4,10.0,51.4
35.0,11.2,10.0,50.6
34.8,9.4,10.0,51.4
34.9,7.5,10.0,50.6
33.9,7.6,10.0,51.4
33.7,8.2,15.3,71.7
34.9,10.9,10.0,51.4
35.0,14.6,10.0,50.6
33.8,12.9,10.0,51.4
32.0,7.6,10.0,50.6
33.0,7.6,10.0,51.4
31.6,5.4,15.3,71.7
32.0,9.1,10.0,50.0
31.0,5.3,10.0,50.0
31.0,3.7,10.0,50.0
30.0,3.6,10.0,50.0
30.0,5.3,10.0,50.0
29.2,7.4,15.3,71.0
29.0,5.4,10.0,50.0
29.0,5.4,10.0,50.6
29.0,5.3,10.0,51.4
29.0,5.3,10.0,50.6
29.0,5.4,10.0,51.4
28.1,4.5,15.3,71.7
28.0,5.4,10.0,51.4
28.0,3.6,10.0,50.6
28.0,3.5,10.0,51.4
28.0,7.5,10.0,50.6
28.0,7.6,10.0,88.0
28.0,8.2,15.3,89.1
28.0,5.3,10.0,88.0
28.0,5.4,10.0,89.1
28.0,5.4,10.0,88.0
28.0,9.2,10.0,89.1
27.9,7.4,10.0,88.0
26.5,5.4,15.3,88.4
27.0,1.7,10.0,50.0
26.0,1.8,10.0,50.0
26.0,3.5,10.0,50.0
26.0,3.6,10.0,50.6
28.0,3.5,10.0,51.4
27.1,1.9,15.3,71.7
29.0,1.9,10.0,86.6
29.0,7.5,10.0,50.0
29.0,7.6,10.0,50.0
29.0,3.6,10.0,89.1
30.0,7.4,10.0,88.0
29.1,7.3,15.3,94.3
30.0,7.4,10.0,88.0
31.0,5.3,10.0,89.1
31.0,5.3,10.0,88.0
32.0,7.5,10.0,89.1
32.0,3.5,10.0,88.0
32.0,3.5,15.3,94.3
33.8,3.5,10.0,88.0
33.0,5.3,10.0,89.1
32.9,5.4,10.0,88.0
33.0,3.6,10.0,89.1
32.9,7.4,10.0,88.0
31.2,3.6,15.3,94.3
31.9,9.1,10.0,88.0
27.1,18.1,5.1,89.1
26.1,5.3,8.0,88.0
26.1,5.4,10.0,89.1
26.1,3.9,9.9,88.0
25.7,3.7,15.2,94.3
26.0,2.2,9.9,88.0
26.0,3.6,10.0,89.1
26.0,3.7,9.9,88.0
26.0,3.6,10.0,89.1
26.0,3.6,9.9,88.0
25.6,2.8,15.2,89.1
26.0,1.9,9.9,88.0
26.0,1.8,10.0,89.1
26.0,3.5,9.9,86.6
26.0,3.6,10.0,50.0
26.0,3.7,9.9,50.0
25.4,2.0,15.2,71.0
26.0,2.0,9.9,50.0
26.0,5.4,10.0,88.4
26.0,5.3,9.9,86.6
26.0,5.3,10.0,88.4
26.0,7.4,9.9,86.6
25.4,5.4,10.0,88.4
25.0,7.3,9.9,86.6
25.0,7.5,10.0,88.4
25.0,5.3,9.9,88.0
25.0,5.3,10.0,89.1
26.0,5.3,8.0,88.0
25.3,5.3,8.0,94.3
25.1,5.3,6.1,88.0
25.1,7.5,7.1,89.1
26.1,3.5,8.1,88.0
26.1,1.8,10.0,89.1
26.1,3.5,10.0,88.0
25.7,3.6,10.0,100.0
26.4,3.6,10.0,94.95
27.1,3.6,10.0,89.9
27.0,5.3,10.0,88.0
28.0,5.4,10.0,89.1
28.0,5.3,10.0,88.0
28.4,4.4,10.0,94.3
29.0,5.3,9.9,88.0
29.0,3.5,10.0,89.1
29.0,3.5,9.9,88.0
28.0,5.4,10.0,89.1
29.0,5.3,9.9,88.0
27.7,6.3,10.0,94.3
28.0,5.3,9.9,88.0
28.0,3.6,10.0,89.1
28.0,1.8,9.9,88.0
28.0,1.8,10.0,89.1
27.0,1.9,9.9,88.0
26.7,3.6,15.2,76.9
27.0,3.5,9.9,51.4
27.0,3.5,10.0,50.6
27.0,9.0,9.9,51.4
27.0,3.5,10.0,50.6
26.0,3.5,8.0,51.4
25.8,3.6,7.7,94.3
26.0,3.5,6.1,88.0
26.0,3.5,8.0,89.1
26.0,3.5,8.0,88.0
26.0,3.6,8.0,89.1
26.0,3.5,8.9,88.0
25.5,1.8,9.9,94.3
26.0,5.3,9.9,88.0
26.0,5.3,9.9,89.1
25.0,5.3,9.9,88.0
25.0,7.5,9.9,89.1
25.0,7.5,9.9,51.4
24.9,5.4,10.0,76.9
25.0,7.6,9.9,51.4
25.0,7.5,10.0,50.6
25.0,5.3,9.9,51.4
26.0,5.4,10.0,50.6
26.0,7.4,10.0,51.4
25.6,7.5,15.3,71.7
27.0,7.6,10.0,88.0
28.0,7.6,10.0,50.6
28.9,7.6,10.0,51.4
29.0,7.5,10.0,50.6
28.0,14.4,8.1,88.0
26.8,14.4,9.1,94.3
27.1,7.5,8.1,88.0
27.1,5.3,10.0,89.1
27.1,5.5,7.1,88.0
27.1,5.5,8.0,89.1
27.1,5.4,8.1,88.0
27.4,4.4,9.1,94.3
28.0,5.5,8.1,88.0
28.0,3.7,8.0,89.1
28.0,3.9,8.1,88.0
28.0,3.7,8.0,89.1
28.0,3.9,8.1,88.0
27.8,3.8,9.1,94.3
28.0,7.6,8.1,88.0
28.0,3.6,8.0,89.1
28.0,1.9,8.1,88.0
27.0,3.7,8.0,89.1
27.0,3.5,8.1,88.0
26.8,5.3,14.3,94.3
27.0,5.2,8.1,88.0
27.0,5.3,8.0,89.1
27.0,5.3,8.1,88.0
26.0,3.7,8.0,88.4
26.0,5.5,8.1,86.6
25.7,5.4,9.1,88.4
26.0,3.7,8.1,86.6
26.0,1.8,6.1,88.4
25.0,3.7,7.1,88.0
25.0,1.9,8.0,89.1
25.0,3.6,8.1,88.0
24.7,5.3,9.1,94.3
25.0,3.5,8.1,88.0
24.0,5.4,8.0,89.1
26.0,5.4,10.0,88.0
24.0,5.4,8.0,89.1
24.0,5.3,8.1,88.0
23.9,3.7,9.1,94.3
24.0,3.9,10.0,88.0
24.0,1.9,10.0,89.1
24.0,3.6,10.0,88.0
24.0,1.8,10.0,89.1
25.0,3.5,10.0,88.0
24.8,3.6,15.3,94.3
25.1,9.0,10.0,88.0
26.1,5.3,10.0,89.1
27.1,3.5,10.0,88.0
27.1,3.6,10.0,89.1
28.1,1.7,10.0,88.0
29.1,3.6,10.0,94.3
30.0,3.6,10.0,88.0
32.0,3.6,10.0,89.1
33.0,7.4,10.0,88.0
34.0,3.6,10.0,89.1
33.9,7.7,10.0,88.0
33.2,6.3,15.3,89.1
34.9,7.4,10.0,88.0
34.0,14.6,10.0,89.1
32.9,11.2,10.0,86.6
34.9,9.3,10.0,88.4
31.0,11.1,10.0,86.6
30.5,8.2,15.3,88.4
31.0,9.3,10.0,86.6
31.0,11.1,10.0,88.0
30.0,10.9,10.0,85.8
30.0,7.5,10.0,88.0
29.0,1.9,10.0,86.6
28.5,3.5,15.3,88.4
29.0,3.5,10.0,88.0
28.0,1.8,10.0,89.1
27.0,1.9,10.0,88.0
28.0,1.8,10.0,89.1
28.0,5.3,10.0,88.0
26.9,3.6,15.3,89.1
28.0,1.8,10.0,88.0
28.0,9.2,10.0,89.1
28.0,7.4,10.0,88.0
27.0,12.8,10.0,89.1
27.0,10.8,10.0,88.0
25.9,5.4,15.3,89.1
26.0,5.3,10.0,86.6
26.0,5.3,10.0,88.4
26.0,1.8,10.0,86.6
25.0,1.8,10.0,88.4
25.0,3.5,10.0,88.0
25.0,2.7,15.3,89.1
25.0,1.7,10.0,88.0
25.1,1.8,10.0,89.1
25.1,1.7,10.0,86.6
26.0,1.8,10.0,88.4
27.0,2.1,10.0,86.6
26.7,3.7,15.3,88.4
30.0,3.6,10.0,86.6
30.1,3.8,10.0,1.6
31.0,5.7,10.0,50.0
32.0,7.8,10.0,50.0
32.0,11.5,10.0,50.0
32.1,7.5,15.3,71.0
33.0,7.7,10.0,50.0
35.0,7.7,10.0,50.0
34.0,7.9,10.0,50.0
34.0,7.7,10.0,50.0
34.0,7.8,10.0,50.0
33.5,5.6,15.3,71.0
33.1,12.9,10.0,86.6
34.0,14.7,10.0,88.4
35.0,16.6,10.0,50.0
33.0,13.0,10.0,50.0
33.0,13.0,10.0,51.4
31.5,8.0,15.3,71.0
32.0,11.2,10.0,50.0
32.0,11.3,10.0,50.0
30.9,9.4,10.0,50.0
30.0,7.6,10.0,50.0
30.0,5.6,10.0,50.0
29.6,2.0,15.3,71.0
29.0,5.5,10.0,50.0
29.0,5.4,10.0,50.0
29.0,7.5,10.0,50.0
29.0,5.4,10.0,50.0
29.0,5.5,10.0,50.0
28.3,5.4,15.3,71.0
29.0,9.4,10.0,50.0
28.0,5.4,10.0,50.0
28.9,9.2,10.0,51.4
29.0,11.0,10.0,50.6
29.0,11.1,10.0,51.4
27.8,8.8,15.3,71.7
28.1,14.6,10.0,51.4
27.1,11.1,10.0,50.6
27.1,9.4,10.0,51.4
27.1,7.5,10.0,50.6
27.0,10.8,10.0,51.4
26.3,5.4,15.3,71.7
27.0,11.0,10.0,51.4
28.0,12.9,10.0,50.6
28.0,7.7,10.0,51.4
28.0,7.5,10.0,89.1
28.0,3.7,10.0,88.0
27.1,1.8,15.3,89.1
29.0,3.7,10.0,88.0
30.0,3.6,10.0,89.1
31.0,3.7,10.0,88.0
33.0,3.6,10.0,2.7
33.8,7.4,10.0,88.0
32.6,7.9,15.3,89.9
35.8,12.8,10.0,88.0
34.0,9.4,10.0,2.7
33.9,11.2,10.0,88.0
34.0,11.2,10.0,89.1
34.0,11.2,10.0,88.0
32.8,7.2,15.3,89.1
33.0,11.0,10.0,88.0
33.0,9.3,10.0,88.4
33.0,9.3,10.0,86.6
33.0,3.6,10.0,88.4
33.9,11.1,10.0,86.6
32.5,7.1,15.3,83.2
32.9,5.7,10.0,86.6
32.0,11.2,10.0,88.4
31.0,11.0,10.0,49.1
30.0,9.3,10.0,49.6
29.0,11.0,10.0,49.1
28.4,9.2,15.3,70.6
28.0,3.5,10.0,49.1
28.0,1.8,10.0,49.6
28.0,1.9,10.0,49.1
27.0,1.8,10.0,49.6
27.0,1.9,10.0,49.1
26.5,1.9,15.3,70.6
27.0,1.9,10.0,49.1
26.0,3.6,10.0,49.6
26.0,3.5,10.0,49.1
26.0,1.8,10.0,49.6
26.0,3.5,10.0,49.1
25.5,1.7,15.3,70.6
26.0,1.9,10.0,49.1
25.0,1.8,10.0,49.6
25.0,1.9,10.0,49.1
25.0,1.8,10.0,49.6
25.0,1.8,10.0,49.1
24.8,1.8,15.3,70.6
25.0,1.7,10.0,49.1
25.0,1.8,10.0,49.6
25.0,1.8,10.0,49.1
25.0,1.8,10.0,49.6
26.0,3.5,10.0,50.0
26.9,5.3,15.3,71.0
29.0,5.3,10.0,50.0
30.1,5.3,10.0,50.0
32.0,7.3,10.0,49.1
32.0,5.3,10.0,27.6
33.0,7.4,10.0,25.0
32.9,6.3,15.3,59.1
35.0,9.2,10.0,25.0
35.0,7.6,10.0,27.6
36.9,11.0,10.0,25.0
37.0,11.1,10.0,27.6
36.0,11.0,10.0,25.0
35.6,7.1,15.3,59.1
35.0,11.2,10.0,25.0
34.0,11.2,10.0,27.6
34.9,14.7,10.0,25.0
36.0,14.8,10.0,27.6
35.8,14.8,10.0,25.0
34.7,9.1,15.3,59.1
34.9,11.2,10.0,25.0
34.0,11.2,10.0,27.6
32.9,11.2,10.0,25.0
32.0,9.4,10.0,27.6
31.0,9.3,10.0,25.0
30.0,7.5,15.3,59.1
30.0,7.5,10.0,25.0
29.0,7.5,10.0,27.6
28.0,5.3,10.0,25.0
28.0,5.4,10.0,27.6
28.0,5.3,10.0,25.0
27.5,5.3,15.3,59.1
28.0,3.6,10.0,25.0
28.0,5.3,10.0,27.6
28.0,1.8,10.0,25.0
28.0,1.8,10.0,27.6
28.0,7.4,10.0,25.0
27.3,5.3,15.3,59.1
28.0,5.4,10.0,25.0
28.0,5.4,10.0,27.6
27.0,3.5,10.0,25.0
27.0,5.4,10.0,27.6
27.0,7.4,10.0,25.0
26.1,5.2,15.3,59.1
26.0,1.8,10.0,25.0
26.0,1.9,10.0,27.6
26.0,5.3,10.0,25.0
26.0,3.6,10.0,28.0
28.0,1.9,10.0,25.9
28.2,3.6,15.3,59.6
30.1,3.6,10.0,25.9
32.0,5.4,10.0,28.0
33.0,5.4,10.0,25.9
35.0,11.1,10.0,28.0
35.0,12.8,10.0,25.0
35.8,10.6,15.3,59.1
35.9,9.6,10.0,25.0
36.0,9.4,10.0,27.6
36.9,16.4,10.0,25.0
36.0,14.7,10.0,27.6
35.9,12.9,10.0,25.0
35.5,11.5,15.3,59.1
36.9,16.3,10.0,25.0
37.0,11.2,10.0,27.6
34.9,11.1,10.0,25.0
36.0,16.6,10.0,27.6
35.8,22.3,10.0,25.9
34.8,12.6,15.3,59.6
33.8,14.4,10.0,25.0
34.9,14.6,10.0,27.6
32.9,12.6,10.0,25.0
31.0,11.1,10.0,27.6
29.9,9.1,10.0,49.1
30.1,7.4,15.3,70.6
29.9,9.2,10.0,49.1
30.0,9.3,10.0,49.6
29.9,3.7,10.0,49.1
29.0,1.9,10.0,49.6
29.0,1.8,10.0,25.0
27.6,5.3,10.0,70.6
28.9,5.3,10.0,49.1
28.0,3.6,10.0,27.6
27.9,7.6,10.0,25.0
28.0,3.7,10.0,27.6
27.9,1.9,10.0,25.0
27.0,1.8,10.0,27.6
27.0,7.4,10.0,25.0
27.0,3.6,10.0,27.6
27.0,3.6,10.0,25.0
26.0,1.8,10.0,27.6
26.0,5.3,10.0,25.0
25.5,5.3,15.3,59.1
26.0,3.5,10.0,25.0
26.0,3.5,10.0,27.6
26.9,1.7,10.0,25.0
26.0,3.6,10.0,27.6
28.0,3.5,10.0,25.0
27.8,3.5,15.3,59.1
30.0,7.3,10.0,25.0
30.1,7.4,10.0,27.6
33.9,10.9,10.0,25.9
34.0,11.1,10.0,27.6
34.9,14.4,10.0,25.0
33.8,6.3,15.3,59.1
35.0,11.0,10.0,25.0
36.0,14.7,10.0,27.6
35.0,14.6,10.0,25.0
35.0,13.0,10.0,49.6
35.0,12.8,10.0,49.1
35.2,12.3,15.3,70.6
35.8,16.8,10.0,49.1
35.9,16.7,10.0,49.6
36.8,16.6,10.0,49.1
36.0,14.9,10.0,49.6
34.9,16.6,10.0,49.1
35.0,8.8,15.3,70.6
34.9,16.4,10.0,49.1
34.0,12.9,10.0,49.6
32.9,14.6,10.0,49.1
31.0,11.1,10.0,49.6
31.0,12.8,10.0,49.1
30.3,6.3,15.3,70.6
29.0,7.6,10.0,49.1
29.0,7.6,10.0,49.6
29.0,7.6,10.0,49.1
28.0,1.9,10.0,27.6
28.0,3.5,10.0,25.9
27.6,5.2,15.3,59.6
28.0,5.3,10.0,25.9
27.1,3.6,10.0,28.0
27.0,3.7,10.0,25.0
28.0,5.4,10.0,27.6
28.0,5.4,10.0,25.0
26.6,5.3,15.3,59.1
27.0,5.3,10.0,25.0
27.0,5.4,10.0,27.6
27.0,5.3,10.0,25.0
27.0,9.2,10.0,27.6
26.0,7.3,10.0,25.0
25.1,5.2,15.3,59.1
26.0,1.7,10.0,25.0
25.0,1.8,10.0,27.6
26.0,1.8,10.0,25.0
26.0,1.8,10.0,27.6
27.0,1.7,10.0,25.0
27.8,1.7,15.3,59.1
30.1,3.5,10.0,25.0
31.1,3.6,10.0,27.6
33.0,5.3,10.0,25.0
33.0,9.3,10.0,27.6
33.9,10.8,10.0,25.0
33.2,9.2,15.3,59.1
35.0,11.1,10.0,25.0
35.0,16.4,10.0,27.6
35.9,9.4,10.0,25.0
37.0,20.4,10.0,27.6
35.9,18.1,10.0,49.1
34.2,12.4,15.3,70.6
35.9,16.4,10.0,49.1
36.0,18.2,10.0,49.6
35.8,17.9,10.0,49.1
35.9,22.1,10.0,49.6
33.0,5.4,10.0,25.0
32.1,7.3,19.7,88.8
34.9,18.0,10.0,50.0
34.0,18.2,10.0,50.0
32.9,17.9,10.0,50.0
31.0,14.5,10.0,50.0
30.0,12.7,10.0,50.0
29.8,10.9,15.3,71.0
29.9,11.0,10.0,50.0
29.0,11.0,10.0,50.0
29.0,10.8,10.0,50.0
28.0,5.3,10.0,50.0
28.0,7.5,10.0,50.0
27.5,9.0,15.3,71.0
27.0,7.3,10.0,50.0
28.0,7.5,10.0,50.0
28.0,7.4,10.0,50.0
28.0,7.5,10.0,50.0
28.0,5.5,10.0,50.0
27.0,5.4,15.3,71.0
27.9,7.6,10.0,50.0
28.0,7.5,10.0,50.0
27.9,5.4,10.0,50.0
27.0,3.7,10.0,50.0
26.9,3.6,10.0,50.0
26.0,3.6,15.3,71.0
26.9,5.3,10.0,50.0
27.0,7.5,10.0,50.0
26.9,7.6,10.0,51.4
27.0,7.6,10.0,50.6
26.9,5.5,10.0,51.4
27.4,5.3,15.3,89.1
28.0,7.4,10.0,88.0
29.0,7.4,10.0,89.1
31.9,5.3,10.0,88.0
33.0,5.3,10.0,50.6
32.9,3.7,10.0,51.4
32.5,4.4,15.3,71.7
33.0,7.4,10.0,51.4
34.0,5.5,10.0,50.6
34.9,7.6,10.0,51.4
36.0,9.4,10.0,50.6
35.9,11.3,10.0,49.1
34.7,10.1,15.3,70.6
35.9,14.9,10.0,49.1
35.0,14.8,10.0,49.6
